SN,Time,EO2 - Flow - F202,EO3 - Power,EO3 - Flow - F210,G1 - Vifte,EO5 - AO0 - Power,EO5 - AO1 - Flow - F-EO5,EO5 - AO2 - T1 - T-EO5in,EO5 - AO3 - T2 - T-EO5ut,EO7 - AO0 - Power1,EO7 - AO1 - Flow - F205,EO7 - AO2 - Power2,EO7 - AO3 - T2 - T-EO7ut,Strømmåling JP2,Strømmåling JP3,Strømmåling JP4,T1,T7,T13,T29,T32,T37,T40,T42,T52,T74,T80,T113,T132,T137,T138,T147,T153,T162,T301,T302,TC4 - Ledig 12,TC5 - Ledig 11,TC6 - Ledig 10,TC7 - Ledig 9,TC8 - Ledig 8,TC9 - Ledig 7,TC10 - Ledig 6,TC11 - Ledig 5,TC12 - Ledig 4,TC13 - Ledig 3,TC14 - Ledig 2,TC15 - Ledig 1,Vifte SP,JP1 SP,Y221 SP,Y223,Y224 SP,Y301 SP,Y302 SP,Y303 SP,Y304 SP,AO9 - Ledig 7,AO10 - Ledig 6,AO11 - Ledig 5,AO12 - Ledig 4,AO13 - Ledig 3,AO14 - Ledig 2,AO15 - Ledig 1,Heater ON,JP1 - Power start,JP2 start,JP3 start,JP4 start,JP5 start,JP301 start,Vifte start,JP1 start,DO9 - K10 - Ledig 23,DO10 - Ledig 22,DO11 - Ledig 21,DO12 - Ledig 20,DO13 - Ledig 19,DO14 - Ledig 18,DO15 - Ledig 17,DO16 - Ledig 16,DO17 - Ledig 15,DO18 - Ledig 14,DO19 - Ledig 13,DO20 - Ledig 12,DO21 - Ledig 11,DO22 - Ledig 10,DO23 - Ledig 9,DO24 - Ledig 8,DO25 - Ledig 7,DO26 - Ledig 6,DO27 - Ledig 5,DO28 - Ledig 4,DO29 - Ledig 3,DO30 - Ledig 2,DO31 - Ledig 1,EO8,EO8 - AO1 - Flow - F206,EO8 - AO2 - Power2,EO8 - AO3 - T2 - T-EO8ut,EO1 - AO0 - Power,EO1 - AO1 - Flow - F-EO1,EO1 - AO2 - T1 - T-EO1in,EO1 - AO3 - T2 - T-EO1ut,EO4 - AO0 - Power,EO4 - AO1 - Flow - F-EO4,EO4 - AO2 - T1 - T-EO4in,EO4 - AO3 - T2 - T-EO4ut,AI12 - Ledig 4,AI13 - Ledig 3,AI14 - Ledig 2,AI15 - Ledig 1,,,error
1123,12:12:31,0.034672022,0.012601167,87.11090684,68.71724278,1.897471547,491.7414039,48.87830794,45.25801241,-0.046751648,-0.582361221,-0.114446282,30.31884491,0.348000437,0.177506238,0.210499585,48.85832835,44.67789584,48.16180765,29.138102,30.40935201,21.94942968,31.99192541,32.43269076,29.8511028,29.38260711,26.9660906,37.50712521,42.7232607,44.68097084,37.71384711,33.2002052,37.95794439,37.95037578,31.49601588,50.76416271,-56922.74661,-56922.74661,-56922.74661,-56922.74661,-56922.74661,-56922.74661,-56922.74661,-56922.74661,-56922.74661,-56922.74661,-56922.74661,-56922.74661,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956426352,98.42747748,1.895189881,30.4058826,2.293989658,502.4133548,49.29821312,45.07689536,1.98576808,106.7071036,48.56808007,30.91015041,-5.25E-08,-8.92E-08,4.46E-08,-4.20E-08,,,3.0339094
1124,12:12:32,0.018641353,0.013633817,87.12024987,68.51705611,1.896861792,491.7642698,48.87856364,45.25974333,-0.046169758,-0.587081909,-0.116039515,30.31951368,0.347904056,0.177407563,0.210588098,48.82580705,44.67805528,48.16960122,29.13917317,30.40657726,21.95327849,32.016649,32.40133595,29.83723469,29.34856192,26.95600972,37.50037988,42.64602177,44.67519991,37.70777274,33.20261603,37.9486014,37.94058742,31.47933091,50.44869185,-56921.85918,-56921.85918,-56921.85918,-56921.85918,-56921.85918,-56921.85918,-56921.85918,-56921.85918,-56921.85918,-56921.85918,-56921.85918,-56921.85918,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956196874,98.42826426,1.897038817,30.40605962,2.293655276,502.4177805,49.29840982,45.07707238,1.986200809,106.719397,48.56800139,30.90973735,-2.62E-08,-7.34E-08,7.87E-09,-1.31E-08,,,3.04399028
1125,12:12:33,0.034967065,0.01308471,87.14247644,68.4954688,1.899241805,491.7460755,48.87787521,45.26043177,-0.046284497,-0.597900152,-0.114406943,30.31860888,0.347665727,0.177451819,0.221385688,48.83570186,44.68759134,48.18038122,29.13020109,30.40893209,21.95820665,31.97370567,32.38972245,29.83370765,29.34253909,26.9417596,37.49601648,42.69220164,44.67089851,37.71053812,33.21417268,37.95946817,37.9374299,31.49192093,50.59284423,-56923.52909,-56923.52909,-56923.52909,-56923.52909,-56923.52909,-56923.52909,-56923.52909,-56923.52909,-56923.52909,-56923.52909,-56923.52909,-56923.52909,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956041157,98.43357503,1.895779967,30.40818393,2.293104529,502.4081916,49.2978394,45.07722974,1.986908913,106.7154631,48.567608,30.91040611,-6.56E-08,-6.03E-08,-5.25E-08,-3.67E-08,,,3.0582404
1126,12:12:34,0.030443072,0.013543665,87.11926639,68.62953305,1.901464462,491.7529598,48.92124653,45.23743808,-0.046136975,-0.59209764,-0.113757849,30.31689763,0.347377896,0.177224636,0.210685462,48.88371298,44.69009095,48.18024609,29.14252709,30.3606379,21.97025968,31.97559411,32.38462982,29.82270329,29.32744524,26.93364893,37.51058385,42.67574729,44.67954823,37.71953143,33.23695866,37.958726,37.93958167,31.47876295,50.6344584,-56923.2163,-56923.2163,-56923.2163,-56923.2163,-56923.2163,-56923.2163,-56923.2163,-56923.2163,-56923.2163,-56923.2163,-56923.2163,-56923.2163,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.957262307,98.428756,1.897176504,30.40578425,2.293773293,502.41483,49.29778039,45.07760346,1.986200809,106.7171842,48.56790304,30.91036677,-7.87E-09,-1.02E-07,-6.03E-08,-7.08E-08,,,3.06635107
1127,12:12:35,0.019723177,0.010126084,87.10353076,68.54569167,1.900697351,491.7514846,48.91815841,45.23635626,-0.044784695,-0.595146418,-0.114741325,30.31868756,0.347445428,0.177368879,0.210655302,48.91518547,44.70403251,48.17140601,29.12767529,30.36730203,21.95702313,31.98020806,32.36987721,29.8219057,29.30398907,26.91554057,37.5035601,42.61476626,44.68250814,37.70761089,33.24515666,37.97351149,37.95414513,31.48404602,50.98679915,-56924.86676,-56924.86676,-56924.86676,-56924.86676,-56924.86676,-56924.86676,-56924.86676,-56924.86676,-56924.86676,-56924.86676,-56924.86676,-56924.86676,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956065744,98.43150973,1.895602942,30.40419102,2.29349792,502.4185181,49.29764271,45.07701337,1.986476183,106.7181677,48.56809974,30.91030777,-5.51E-08,-1.84E-08,-4.72E-08,-6.03E-08,,,3.08445943
1128,12:12:36,0.041654706,0.012797862,87.11818457,68.51418763,1.89735353,491.7438626,48.91939759,45.236848,-0.045628846,-0.57567358,-0.113226771,30.28501332,0.347350687,0.177388877,0.221261442,48.94253299,44.69163357,48.15385523,29.14389237,30.34617343,21.96750385,32.18714266,32.34703441,29.81478667,29.28485317,26.91566522,37.50345925,42.75645408,44.66769257,37.70194213,33.25696643,37.97981156,37.94753428,31.46561778,50.64699073,-56923.25206,-56923.25206,-56923.25206,-56923.25206,-56923.25206,-56923.25206,-56923.25206,-56923.25206,-56923.25206,-56923.25206,-56923.25206,-56923.25206,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.955787092,98.43416512,1.896822453,30.40651202,2.293025851,502.4047494,49.29752469,45.0774461,1.986554861,106.708087,48.56802106,30.90956032,-4.20E-08,-3.67E-08,1.57E-08,-6.82E-08,,,3.08433478
1129,12:12:37,0.033000112,0.012740493,87.12398708,68.64400655,1.897274852,491.7482883,48.91949594,45.23615956,-0.046276301,-0.583344698,-0.112951398,30.28973401,0.347240537,0.177480668,0.212692738,48.9101441,44.68708912,48.17835541,29.12537615,30.30916255,21.98230142,32.00090594,32.33201793,29.79652257,29.27200735,26.89979542,37.50486503,42.76776656,44.67984098,37.70579724,33.27861074,38.00467368,37.95058293,31.46329328,50.399801,-56922.84195,-56922.84195,-56922.84195,-56922.84195,-56922.84195,-56922.84195,-56922.84195,-56922.84195,-56922.84195,-56922.84195,-56922.84195,-56922.84195,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95620507,98.43003452,1.896232367,30.40682673,2.293615937,502.411142,49.29768205,45.07687569,1.986122131,106.7174301,48.56833577,30.90991437,-9.18E-08,-1.18E-07,0,-4.20E-08,,,3.10020458
1130,12:12:38,0.03939271,0.01212582,87.12398708,68.64336729,1.895838976,491.769433,48.91973197,45.23763478,-0.046923757,-0.580984354,-0.114229918,30.28888822,0.347130388,0.177302659,0.209938347,48.92161396,44.67888656,48.18853274,29.13028452,30.28511609,21.97163741,31.97288727,32.33869521,29.78308948,29.24179063,26.88537011,37.50590213,42.73880755,44.67669013,37.70349315,33.28257831,38.03418858,37.93647059,31.46410656,50.11748561,-56924.00765,-56924.00765,-56924.00765,-56924.00765,-56924.00765,-56924.00765,-56924.00765,-56924.00765,-56924.00765,-56924.00765,-56924.00765,-56924.00765,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456139028,120.4337507,2.396133542,30.32690942,2.29306519,502.4145842,49.29811478,45.07705271,1.886259913,98.70602936,48.56837511,30.7396549,-2.88E-08,-8.65E-08,-1.57E-08,7.87E-09,,,3.11462989
1131,12:12:39,0.03939271,0.01212582,87.12398708,68.64336729,1.895838976,491.769433,48.91973197,45.23763478,-0.046923757,-0.580984354,-0.114229918,30.28888822,0.347130388,0.177302659,0.209938347,48.88063962,44.67095839,48.17651409,29.12119621,30.29029529,21.9897931,31.95235974,32.31525584,29.78261515,29.23768995,26.8687239,37.49875095,42.70438947,44.6825995,37.70191285,33.30255747,38.068085,37.92941379,31.45447465,50.26574608,-56922.2941,-56922.2941,-56922.2941,-56922.2941,-56922.2941,-56922.2941,-56922.2941,-56922.2941,-56922.2941,-56922.2941,-56922.2941,-56922.2941,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456139028,120.4337507,2.396133542,30.32690942,2.29306519,502.4145842,49.29811478,45.07705271,1.886259913,98.70602936,48.56837511,30.7396549,-2.88E-08,-8.65E-08,-1.57E-08,7.87E-09,,,3.1312761
1132,12:12:40,0.020706654,0.011519343,87.11602092,68.53179187,1.899320483,491.7391911,48.91906321,45.23855925,-0.04612878,-0.591900945,-0.114092231,30.28851449,0.347840786,0.17745772,0.223509669,48.85767958,44.6934951,48.2213642,29.12382713,30.29766831,21.99660539,32.28319109,32.30233205,29.76056896,29.21561881,26.87227816,37.49754932,43.07967691,44.69085946,37.71340659,33.31954767,38.09888399,37.94196757,31.45569106,50.69257922,-56924.28879,-56924.28879,-56924.28879,-56924.28879,-56924.28879,-56924.28879,-56924.28879,-56924.28879,-56924.28879,-56924.28879,-56924.28879,-56924.28879,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456270158,120.4268664,2.395740151,30.32622099,2.093222737,458.4273621,49.44001079,45.08822501,1.887459755,98.70971739,48.56784403,30.73941886,-4.20E-08,-6.82E-08,-4.98E-08,-8.92E-08,,,3.12772184
1133,12:12:41,0.025427341,0.010576844,87.10805476,68.55865717,1.896822453,491.756402,48.91963363,45.23694634,-0.046661496,-0.58285296,-0.112164617,30.29132724,0.347517878,0.177396417,0.210840851,48.77918306,44.67498254,48.2064691,29.11469556,30.25871007,21.9926281,31.92516455,32.28582903,29.74352634,29.21442092,26.85991524,37.49392064,42.84534092,44.6938716,37.69886629,33.31296671,38.12252669,37.93645616,31.44852719,50.08052477,-56924.1526,-56924.1526,-56924.1526,-56924.1526,-56924.1526,-56924.1526,-56924.1526,-56924.1526,-56924.1526,-56924.1526,-56924.1526,-56924.1526,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456204593,120.4328656,2.395582795,30.32588661,2.093026042,458.42392,49.44056153,45.08875608,1.887184381,98.70332479,48.56772602,30.73943853,-8.92E-08,-4.46E-08,-1.05E-07,-4.98E-08,,,3.14008476
1134,12:12:42,0.003889203,0.012183189,87.118873,68.56257468,1.898750067,491.7736128,48.91652584,45.23761511,-0.045792758,-0.580787659,-0.116157532,30.28640985,0.347630978,0.177284628,0.210143238,48.77745548,44.67433927,48.21411922,29.1022446,30.25058528,21.98919313,32.55217307,32.28652066,29.71931961,29.19086749,26.83169082,37.49349091,42.90112481,44.69366763,37.68373692,33.33163386,38.14245928,37.93747441,31.462868,50.38440393,-56925.51431,-56925.51431,-56925.51431,-56925.51431,-56925.51431,-56925.51431,-56925.51431,-56925.51431,-56925.51431,-56925.51431,-56925.51431,-56925.51431,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456212789,120.4146713,2.395700812,30.32649636,2.093006372,458.4244117,49.44030583,45.08779228,1.887577772,98.69275242,48.56823742,30.73886812,0,-9.44E-08,-5.25E-09,-5.77E-08,,,3.16830918
1135,12:12:43,0.02296865,0.01129806,87.13303506,68.54465902,1.896134019,491.7620569,48.92049909,45.23535311,-0.046153367,-0.591507554,-0.112951398,30.28924227,0.347658187,0.177506894,0.223132998,48.86404399,44.69793479,48.24758527,29.10755528,30.24729007,21.99964576,31.9376717,32.29562468,29.72258601,29.17691295,26.83429368,37.50138477,42.95609966,44.70759862,37.69385499,33.34408892,38.1750876,37.93761569,31.4397766,50.5795634,-56924.4592,-56924.4592,-56924.4592,-56924.4592,-56924.4592,-56924.4592,-56924.4592,-56924.4592,-56924.4592,-56924.4592,-56924.4592,-56924.4592,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456573397,120.4249978,2.394658327,30.32738149,2.093301415,458.4266245,49.44003046,45.08810699,1.887558103,98.70652109,48.56808007,30.73863208,-2.36E-08,-2.10E-08,1.57E-08,-8.92E-08,,,3.16570632
1136,12:12:44,0.03221333,0.009273738,87.11690605,68.54423285,1.99753046,494.7400242,49.02844548,45.2348417,-0.047120452,-0.580886006,-0.115056038,30.28941929,0.347799152,0.177306592,0.213292331,48.83199772,44.68056243,48.24756446,29.09529302,30.20701387,21.99249104,32.04197713,32.26092325,29.69019011,29.15399986,26.81832899,37.49155978,42.89017732,44.6933015,37.6889338,33.3481121,38.18605071,37.93099766,31.43735639,49.63336452,-56923.08988,-56923.08988,-56923.08988,-56923.08988,-56923.08988,-56923.08988,-56923.08988,-56923.08988,-56923.08988,-56923.08988,-56923.08988,-56923.08988,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456384897,120.4318821,2.394166589,30.3256309,2.0922786,458.4212154,49.4396764,45.08838236,1.887027025,98.71119261,48.56835544,30.73969424,-3.15E-08,-4.98E-08,-1.31E-08,-4.98E-08,,,3.18167101
1137,12:12:45,0.0187397,0.012986362,86.64050996,68.55921447,1.998061538,494.7373196,49.03051078,45.23753643,-0.047013909,-0.577247143,-0.112912059,30.28764904,0.346904516,0.177437723,0.209685594,48.86967697,44.70361382,48.21243642,29.09936245,30.21469242,21.99501106,32.10324519,32.26721813,29.67682144,29.15466901,26.81512947,37.49333166,42.66771386,44.68867863,37.69293222,33.36472893,38.21854147,37.94614186,31.45811634,50.20711279,-56925.01727,-56925.01727,-56925.01727,-56925.01727,-56925.01727,-56925.01727,-56925.01727,-56925.01727,-56925.01727,-56925.01727,-56925.01727,-56925.01727,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.455622703,120.4198837,2.395110726,30.32852232,2.092888355,458.4266245,49.4398731,45.08838236,1.887086034,98.70897979,48.56849313,30.74006796,-5.25E-08,-1.02E-07,-8.39E-08,-1.15E-07,,,3.18487053
1138,12:12:46,0.035950541,0.013191253,86.61297262,68.53769273,1.995229125,494.7304353,49.02917325,45.23767412,-0.04567802,-0.588655472,-0.114269257,30.26729107,0.34695074,0.177487552,0.224017471,48.78546538,44.70876991,48.26358002,29.09312333,30.18788687,22.00593471,32.11574245,32.25629046,29.66243894,29.13823097,26.82685364,37.49187806,42.91407657,44.69844721,37.69170193,33.37404824,38.25165712,37.92406907,31.43214013,50.4351824,-56924.36776,-56924.36776,-56924.36776,-56924.36776,-56924.36776,-56924.36776,-56924.36776,-56924.36776,-56924.36776,-56924.36776,-56924.36776,-56924.36776,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456852049,120.4337507,2.396782637,30.32482445,2.093183398,458.4253952,49.44006979,45.08777261,1.886692643,98.70897979,48.56796205,30.74022532,1.57E-08,-6.82E-08,7.87E-09,-8.13E-08,,,3.17314636
1139,12:12:47,0.013625622,0.01148656,86.61120236,68.46978366,1.997373104,494.7257638,49.02936995,45.23757577,-0.045563281,-0.586688519,-0.114839673,30.26434064,0.347052693,0.177556723,0.214675099,48.69466856,44.72816751,48.25579815,29.0938762,30.17891273,22.0078493,32.0020403,32.2561376,29.6434925,29.13399721,26.81394452,37.49395496,42.96175361,44.69654106,37.68687352,33.39097177,38.2671891,37.92647699,31.43300105,50.51115446,-56924.25992,-56924.25992,-56924.25992,-56924.25992,-56924.25992,-56924.25992,-56924.25992,-56924.25992,-56924.25992,-56924.25992,-56924.25992,-56924.25992,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456729114,120.4234242,2.395740151,30.32504082,2.092888355,458.4285915,49.43947971,45.08828402,1.88726306,98.70996326,48.5678637,30.73922217,-1.05E-08,-3.15E-08,1.84E-08,-5.77E-08,,,3.18605548
1140,12:12:48,0.028279424,0.012961775,86.62585616,68.54903549,1.997648478,494.7528094,49.02818978,45.23525476,-0.04652217,-0.588458776,-0.114800334,30.26561916,0.34696877,0.177610487,0.211068034,48.7659148,44.72025061,48.26865614,29.08298454,30.13818924,22.01013916,32.44616251,32.25049672,29.61517796,29.12650646,26.80482308,37.48926524,43.03248297,44.68335231,37.69154013,33.40062223,38.29766553,37.93070628,31.43119589,50.40212769,-56926.1858,-56926.1858,-56926.1858,-56926.1858,-56926.1858,-56926.1858,-56926.1858,-56926.1858,-56926.1858,-56926.1858,-56926.1858,-56926.1858,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.455868572,120.435521,2.397156358,30.32702744,2.093085051,458.4224448,49.44048285,45.0877136,1.886790991,102.694273,48.65901232,30.64917505,-3.93E-08,-6.82E-08,-6.29E-08,-5.77E-08,,,3.19517692
1141,12:12:49,0.036737323,0.011757016,86.64296865,68.62204224,1.995602846,494.7505966,49.02938962,45.2350384,-0.046628714,-0.584229827,-0.113502145,30.2684319,0.347406089,0.177536398,0.210362226,48.88513114,44.72512415,48.31406163,29.07872063,30.15429161,22.00489104,32.14828473,32.23972953,29.59914381,29.1149895,26.79028915,37.48997611,42.75920706,44.67702452,37.67933256,33.40470917,38.31635767,37.90778274,31.41586229,50.82898693,-56923.02669,-56923.02669,-56923.02669,-56923.02669,-56923.02669,-56923.02669,-56923.02669,-56923.02669,-56923.02669,-56923.02669,-56923.02669,-56923.02669,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35702917,117.4384743,2.293596268,30.21935642,2.092986703,458.4177732,49.43969607,45.08757591,1.986417174,102.7282029,48.65911067,30.64874232,-5.51E-08,2.62E-09,-7.87E-08,-1.84E-08,,,3.20971085
1142,12:12:50,0.014805794,0.011699647,86.61779165,68.55410039,1.996173263,494.7343692,49.03098285,45.23586452,-0.045587867,-0.594359636,-0.113403797,30.26874661,0.34773916,0.177376091,0.222375721,48.94902311,44.72255663,48.3030066,29.08105766,30.12631402,22.00611267,32.11479034,32.23461931,29.57317211,29.10689938,26.77099848,37.48581156,43.02884702,44.69071019,37.66915581,33.41017085,38.33750936,37.92049231,31.42332712,51.1622549,-56923.9694,-56923.9694,-56923.9694,-56923.9694,-56923.9694,-56923.9694,-56923.9694,-56923.9694,-56923.9694,-56923.9694,-56923.9694,-56923.9694,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.357283235,117.4254924,2.29434371,30.21630764,2.395464778,505.4313987,49.32856321,45.10708809,1.985827088,102.7387753,48.659091,30.64929307,-2.10E-08,-3.41E-08,-6.03E-08,-3.41E-08,,,3.22900152
1143,12:12:51,0.023755431,0.010970235,86.63637936,68.51818711,1.998474598,494.734861,49.02868152,45.23767412,-0.045874715,-0.592195988,-0.1145643,30.26477337,0.347413301,0.177615732,0.214849502,48.94224736,44.75481676,48.31803128,29.08148674,30.14777799,22.00562784,31.90679729,32.23527081,29.57043035,29.10846182,26.78054085,37.48890711,43.13987241,44.69903281,37.67960034,33.43149013,38.3641938,37.91714602,31.41001,50.30634974,-56923.96786,-56923.96786,-56923.96786,-56923.96786,-56923.96786,-56923.96786,-56923.96786,-56923.96786,-56923.96786,-56923.96786,-56923.96786,-56923.96786,69.99719245,49.99926181,99.99855973,19.9966893,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.356242388,117.4267709,2.293104529,30.21904171,2.395209074,505.4259896,49.32826817,45.10763884,1.986220479,102.7296782,48.659091,30.64888,-6.03E-08,2.36E-08,7.87E-09,-3.93E-08,,,3.21945915
